,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
2032,158,547,181,127,100006.662438,0.1
2033,147,560,198,121,99992.116697,0.1
2034,146,569,206,137,100016.059935,0.1
2035,147,555,198,135,99997.620466,0.1
2036,152,577,205,127,99991.548046,0.1
2037,153,566,202,127,100013.101592,0.1
2038,154,567,194,137,100013.575665,0.1
2039,161,587,205,127,99999.098307,0.1
2040,154,565,192,123,99995.156979,0.1
2041,151,575,206,127,100009.100746,0.1
2042,171,586,194,128,99991.058630,0.1
2043,158,585,197,137,100009.351915,0.1
2044,152,577,205,133,99986.128195,0.1
2045,155,541,182,131,99999.166067,0.1
2046,156,556,197,136,100000.117555,0.1
2047,152,582,206,132,100012.080995,0.1
2048,161,626,216,144,99981.707804,0.1
2049,154,560,189,134,100002.344367,0.1
2050,159,597,214,140,99998.792895,0.1
2051,156,598,204,129,100000.029083,0.1
2052,155,559,194,132,99991.158945,0.1
2053,152,560,196,128,99986.981052,0.1
2054,153,590,210,131,99995.368629,0.1
2055,153,563,196,127,99997.583362,0.1
2056,152,571,198,120,100014.751835,0.1
2057,154,572,196,133,100001.113816,0.1
2058,151,564,194,134,99999.957237,0.1
2059,149,566,194,123,100006.983463,0.1
2060,148,558,197,128,99983.881454,0.1
2061,153,585,206,125,100007.225664,0.1
2062,158,575,192,127,100009.153761,0.1
2063,151,570,199,131,100009.071439,0.1
2064,152,586,212,140,99996.670059,0.1
2065,155,572,197,121,99987.647500,0.1
2066,163,558,184,133,99990.150715,0.1
2067,159,584,204,124,100002.474539,0.1
2068,161,586,201,135,100005.367648,0.1
2069,154,580,207,136,100012.765498,0.1
2070,147,563,197,135,100015.214340,0.1
2071,156,560,192,139,100008.712483,0.1
2072,156,563,187,128,100000.339288,0.1
2073,159,558,192,130,100002.649200,0.1
2074,155,588,203,136,99997.646876,0.1
2075,158,571,203,135,100010.548685,0.1
2076,143,568,203,118,100005.942715,0.1
2077,166,567,191,127,100002.158597,0.1
2078,161,585,197,137,99987.443995,0.1
2079,159,578,198,130,100010.466614,0.1
2080,159,587,199,130,99984.731136,0.1
2081,159,590,200,143,100012.317822,0.1
2082,156,593,206,131,100009.846295,0.1
2083,156,575,207,130,99984.129312,0.1
2084,158,605,208,139,99999.515357,0.1
2085,157,583,201,128,99987.586057,0.1
2086,156,575,202,128,99998.553807,0.1
2087,159,567,192,134,100005.551700,0.1
2088,153,574,198,130,99998.633619,0.1
2089,159,579,203,126,99986.361320,0.1
2090,160,585,197,132,100002.608273,0.1
2091,151,590,214,138,100002.594877,0.1
2092,153,575,201,134,99999.727652,0.1
2093,157,571,196,125,99989.548610,0.1
2094,157,582,207,138,99996.502183,0.1
2095,165,579,194,133,100002.685272,0.1
2096,159,579,202,135,99998.449502,0.1
2097,155,600,210,129,100021.126221,0.1
2098,173,596,204,127,100002.560794,0.1
2099,160,615,214,136,99997.932387,0.1
2100,164,568,183,143,100004.825980,0.1
2101,151,577,210,140,99988.945676,0.1
2102,170,603,202,133,100004.207552,0.1
2103,154,574,203,127,100016.167942,0.1
2104,145,569,205,120,99991.162287,0.1
2105,150,570,201,127,100002.988350,0.1
2106,157,568,196,133,100007.671131,0.1
2107,159,550,181,131,99983.066513,0.1
2108,157,577,197,130,100016.388889,0.1
2109,147,550,192,133,99989.550018,0.1
2110,152,578,200,135,99996.649459,0.1
2111,155,591,213,129,100003.806722,0.1
2112,160,586,196,128,99997.673971,0.1
2113,152,562,196,120,100008.029367,0.1
2114,148,556,197,114,100001.509254,0.1
2115,149,559,194,125,100005.697513,0.1
2116,153,611,219,142,100000.749734,0.1
2117,160,550,183,114,100014.720016,0.1
2118,159,574,195,125,99979.845020,0.1
2119,156,584,202,138,100003.640942,0.1
2120,153,581,201,129,99996.993849,0.1
2121,158,580,196,131,99990.409674,0.1
2122,155,620,225,135,99991.883900,0.1
2123,157,578,197,116,99994.280200,0.1
2124,149,595,213,128,100005.784105,0.1
2125,156,593,208,138,99991.038696,0.1
2126,159,585,202,124,99998.368164,0.1
2127,153,563,190,133,100002.752489,0.1
2128,151,558,193,120,99988.442083,0.1
2129,152,566,191,120,100011.123487,0.1
2130,147,573,206,137,100024.215893,0.1
2131,157,600,212,124,99993.259827,0.1
2132,161,566,198,132,100009.194472,0.1
2133,154,574,197,137,99996.903205,0.1
2134,159,597,203,141,100005.333675,0.1
2135,150,564,195,118,99998.182948,0.1
2136,160,598,210,135,100022.086616,0.1
2137,160,597,207,134,99996.756682,0.1
2138,161,577,202,131,100007.939304,0.1
2139,154,572,196,123,100006.073662,0.1
2140,149,566,200,134,99989.160399,0.1
2141,158,591,205,132,99978.397306,0.1
2142,156,586,203,132,100005.790872,0.1
2143,153,562,200,132,100008.445184,0.1
2144,155,586,207,130,99994.632946,0.1
2145,157,605,217,130,99993.666253,0.1
2146,158,596,205,126,100009.768033,0.1
2147,146,552,196,122,100008.528334,0.1
2148,152,578,210,140,100009.558766,0.1
2149,147,565,198,128,100002.614020,0.1
2150,156,586,202,130,99992.117235,0.1
2151,154,595,213,125,99987.820266,0.1
2152,162,582,196,136,99980.068635,0.1
2153,152,581,206,140,99999.423182,0.1
2154,154,572,201,125,100019.191688,0.1
2155,153,587,205,120,100004.778946,0.1
2156,154,569,199,124,99999.202598,0.1
2157,161,584,194,128,99984.792538,0.1
2158,154,579,205,128,99993.320699,0.1
2159,158,592,206,124,100000.049388,0.1
2160,152,587,217,131,99997.777805,0.1
2161,160,590,210,130,100009.083397,0.1
2162,151,552,187,117,99998.413932,0.1
2163,155,564,190,139,100006.953060,0.1
2164,146,575,202,118,99998.857817,0.1
2165,145,561,201,128,99998.102328,0.1
2166,155,561,189,125,100012.591335,0.1
2167,150,573,202,121,99992.480226,0.1
2168,157,571,189,120,99997.169471,0.1
2169,147,564,196,122,99987.072626,0.1
2170,156,567,196,134,100000.967394,0.1
2171,163,588,190,133,100010.695010,0.1
2172,160,604,207,124,100006.814019,0.1
2173,156,586,206,130,100007.340118,0.1
2174,156,588,204,128,100010.530424,0.1
2175,158,594,206,121,100006.252182,0.1
2176,151,587,206,130,100007.582594,0.1
2177,176,612,206,143,100004.037241,0.1
2178,159,593,202,130,99990.246115,0.1
2179,152,567,204,140,100005.260951,0.1
2180,149,555,194,121,100009.458864,0.1
2181,142,552,196,127,99991.080903,0.1
2182,156,559,192,139,100002.359900,0.1
2183,154,568,195,137,100010.828131,0.1
2184,144,556,197,125,99996.265235,0.1
2185,147,554,193,120,99986.788934,0.1
2186,154,571,197,126,100000.615340,0.1
2187,163,580,197,129,100015.936856,0.1
2188,164,591,208,145,99990.870546,0.1
2189,164,586,199,125,99998.946099,0.1
2190,146,544,190,127,99992.489691,0.1
2191,158,573,198,143,99996.410327,0.1
2192,152,555,194,125,100002.347713,0.1
2193,159,597,205,140,100014.768136,0.1
2194,156,574,197,133,99992.833560,0.1
2195,153,570,199,124,99992.913450,0.1
2196,162,580,200,137,99991.274976,0.1
2197,164,574,193,135,99989.062096,0.1
2198,167,573,187,136,99984.652999,0.1
2199,147,556,193,138,99991.487378,0.1
2200,155,560,193,130,99998.941867,0.1
2201,147,567,197,135,100000.408654,0.1
2202,154,598,214,135,100011.724492,0.1
2203,155,557,188,136,99991.783995,0.1
2204,158,573,202,133,99992.200619,0.1
2205,157,567,196,137,99992.431628,0.1
2206,152,561,195,133,100001.957459,0.1
2207,169,588,187,140,99998.415276,0.1
2208,152,577,200,140,100007.772088,0.1
2209,149,564,196,117,99992.108592,0.1
2210,158,597,208,144,100009.132589,0.1
2211,161,604,204,135,100009.425131,0.1
2212,157,580,202,141,99997.375323,0.1
2213,167,605,207,137,99993.774625,0.1
2214,154,575,197,128,100001.811691,0.1
2215,150,552,189,133,99992.084662,0.1
2216,155,562,190,135,100019.922047,0.1
2217,151,566,197,126,100001.408873,0.1
2218,155,571,187,136,100007.924408,0.1
2219,148,527,180,128,99987.328927,0.1
2220,159,592,213,139,99982.492424,0.1
2221,152,553,193,123,100006.872662,0.1
2222,169,612,214,140,100005.158867,0.1
2223,156,591,210,134,99992.393952,0.1
2224,151,581,198,138,99994.332244,0.1
2225,153,546,184,126,99993.200562,0.1
2226,155,578,201,129,100002.278269,0.1
2227,154,549,186,136,100009.238521,0.1
2228,147,576,203,135,99984.551398,0.1
2229,155,573,201,128,100004.787451,0.1
2230,162,575,184,134,99991.258323,0.1
2231,157,585,200,141,99994.690680,0.1
2232,157,578,200,133,99998.395648,0.1
2233,155,594,207,140,99986.385460,0.1
2234,154,591,209,126,100028.439386,0.1
2235,161,596,206,139,100024.249775,0.1
2236,151,556,189,126,100007.522699,0.1
2237,154,546,189,132,100006.560152,0.1
2238,150,585,207,129,99989.563898,0.1
2239,148,565,187,133,100023.773489,0.1
2240,152,581,201,134,100000.183173,0.1
2241,164,584,206,130,99998.766045,0.1
2242,160,597,207,127,100012.039936,0.1
2243,154,560,191,132,100002.608001,0.1
2244,167,587,199,130,99992.233964,0.1
2245,154,587,201,135,99997.810786,0.1
2246,159,592,203,136,99996.239142,0.1
2247,156,564,190,131,100000.646557,0.1
2248,153,572,208,133,100005.544575,0.1
2249,150,563,193,127,100005.327589,0.1
2250,161,596,206,128,100013.012019,0.1
2251,158,571,191,133,99999.958969,0.1
2252,155,575,199,129,100009.580685,0.1
2253,162,603,211,139,100017.066618,0.1
2254,156,572,204,136,99987.739774,0.1
2255,152,568,197,130,100007.125706,0.1
2256,155,560,193,137,99989.276679,0.1
2257,159,592,210,141,99984.929244,0.1
2258,148,558,197,127,100015.846620,0.1
2259,147,564,195,135,100011.354840,0.1
2260,155,583,200,131,100005.233729,0.1
2261,152,584,204,135,99995.230686,0.1
2262,158,583,197,135,100015.035612,0.1
2263,156,592,213,140,99986.328323,0.1
2264,147,553,188,132,100000.673929,0.1
2265,148,567,198,132,100004.851776,0.1
2266,158,573,195,142,100012.871269,0.1
2267,147,560,192,126,99984.735723,0.1
2268,161,577,197,141,99969.358586,0.1
2269,163,603,211,135,100001.153703,0.1
2270,147,555,195,128,100003.174272,0.1
2271,160,582,199,133,100001.736803,0.1
2272,150,567,194,130,99991.227531,0.1
2273,148,545,187,125,99999.558392,0.1
2274,147,558,201,134,99984.599209,0.1
2275,150,560,197,134,100004.205934,0.1
2276,158,585,202,130,100008.925884,0.1
2277,154,575,196,129,99992.679681,0.1
2278,151,570,194,121,99979.960582,0.1
2279,157,577,198,135,99998.702183,0.1
2280,148,572,203,136,99998.014997,0.1
2281,150,570,198,129,99999.193930,0.1
2282,153,576,202,128,100013.035755,0.1
2283,150,548,188,123,100001.385955,0.1
2284,148,553,187,127,100020.841228,0.1
2285,150,586,209,127,100003.807435,0.1
2286,162,603,212,140,99989.127663,0.1
2287,151,588,206,139,100011.336135,0.1
2288,157,588,198,135,99999.096556,0.1
2289,152,553,192,133,99995.112291,0.1
2290,154,578,200,135,100002.794014,0.1
2291,149,577,200,130,100001.147838,0.1
2292,160,596,206,134,99984.414058,0.1
2293,157,587,206,135,99991.504812,0.1
2294,157,555,190,121,100011.520066,0.1
2295,158,605,211,138,100001.759279,0.1
2296,155,560,192,133,100006.389860,0.1
2297,156,557,195,134,100010.201526,0.1
2298,158,550,188,127,100017.926131,0.1
2299,154,589,204,142,99993.609035,0.1
2300,149,555,199,139,99992.966049,0.1
2301,156,586,207,127,99990.754904,0.1
2302,158,583,197,136,99993.995495,0.1
2303,154,582,201,143,99990.874132,0.1
2304,161,567,196,142,99999.849993,0.1
2305,148,566,201,120,99998.917672,0.1
2306,148,581,203,129,100005.812383,0.1
2307,157,598,211,143,99988.093488,0.1
2308,154,582,204,137,99993.461755,0.1
2309,160,602,203,132,100003.594611,0.1
2310,156,573,197,137,100006.986480,0.1
2311,159,584,200,139,99976.833827,0.1
2312,165,599,204,132,99993.979294,0.1
2313,150,562,197,120,99997.463796,0.1
2314,157,562,193,134,99979.588458,0.1
2315,158,567,193,127,100004.487004,0.1
2316,158,594,204,131,100012.041275,0.1
2317,160,577,195,138,99980.569006,0.1
2318,166,570,193,142,99984.350712,0.1
2319,155,588,205,131,100009.521821,0.1
2320,157,574,199,134,100011.353392,0.1
2321,157,560,187,134,99987.272244,0.1
2322,150,576,201,130,99990.123793,0.1
2323,154,592,198,143,100006.594188,0.1
2324,152,582,204,134,99997.569763,0.1
2325,157,588,205,137,99994.786836,0.1
2326,151,561,196,127,100015.941374,0.1
2327,154,597,213,143,100002.977990,0.1
2328,159,580,205,129,99981.805512,0.1
2329,155,582,204,138,100002.533139,0.1
2330,161,576,190,126,99985.947423,0.1
2331,146,564,196,126,100007.420566,0.1
2332,159,585,201,126,100009.819937,0.1
2333,156,556,191,140,100004.385620,0.1
2334,154,567,197,135,100009.278199,0.1
2335,160,580,197,133,100019.642795,0.1
2336,156,568,200,143,100007.266800,0.1
2337,160,603,211,136,99996.280401,0.1
2338,149,561,199,124,99989.066961,0.1
2339,158,588,204,140,100002.244507,0.1
2340,153,555,191,131,99989.649618,0.1
2341,158,560,189,136,99985.612547,0.1
2342,156,584,204,129,99995.381505,0.1
2343,154,571,200,126,99982.216819,0.1
2344,168,593,199,127,99986.995262,0.1
2345,160,590,205,127,100005.011564,0.1
2346,154,579,208,135,99995.247447,0.1
2347,169,594,202,136,99996.933656,0.1
2348,163,613,216,138,99999.740839,0.1
2349,153,560,192,136,99980.458082,0.1
2350,155,560,191,135,100001.862237,0.1
2351,165,577,195,125,99999.961701,0.1
2352,155,566,196,131,99999.547935,0.1
2353,154,574,204,127,100003.428463,0.1
2354,148,544,190,120,99978.350724,0.1
2355,155,574,201,126,100019.118295,0.1
2356,147,558,185,130,99996.966489,0.1
2357,150,560,202,131,99985.657863,0.1
2358,156,571,198,127,100001.115299,0.1
2359,146,569,200,129,99987.288323,0.1
2360,153,578,201,133,100000.663927,0.1
2361,147,558,192,126,100005.406022,0.1
2362,157,585,206,130,99986.811032,0.1
2363,152,575,196,138,100008.454264,0.1
2364,151,566,196,132,100001.310922,0.1
2365,154,570,202,126,100003.490837,0.1
2366,140,535,186,132,100004.040681,0.1
2367,154,548,194,125,100005.124341,0.1
2368,154,588,207,129,100011.203618,0.1
2369,158,588,201,145,100008.604544,0.1
2370,158,568,188,137,100004.869104,0.1
2371,152,557,188,126,99992.356604,0.1
2372,158,585,199,136,100002.863311,0.1
2373,157,576,199,127,99994.421660,0.1
2374,156,544,178,120,99985.512477,0.1
2375,157,584,200,122,99999.586231,0.1
2376,162,598,206,124,99990.871899,0.1
2377,153,562,190,130,100011.351414,0.1
2378,146,556,194,133,99999.622908,0.1
2379,155,577,201,118,100000.452626,0.1
2380,158,594,200,130,100007.752061,0.1
2381,152,600,206,130,99995.818761,0.1
2382,152,560,196,130,99997.434051,0.1
2383,144,558,196,129,100011.646712,0.1
2384,160,575,194,132,99986.163214,0.1
2385,155,587,207,134,99991.330448,0.1
2386,156,562,194,127,99998.663061,0.1
2387,157,585,205,135,100007.847892,0.1
2388,163,596,203,133,100002.497925,0.1
2389,148,574,200,138,99988.424832,0.1
2390,160,572,196,125,99990.802260,0.1
2391,156,588,206,130,100016.944600,0.1
2392,153,573,198,134,100003.162693,0.1
2393,150,558,192,130,99993.815588,0.1
2394,160,580,201,134,99995.157225,0.1
2395,163,593,204,141,100037.402489,0.1
2396,148,576,203,127,100013.402719,0.1
2397,144,557,193,135,99983.635260,0.1
2398,154,598,209,144,99995.412250,0.1
2399,147,565,197,128,100007.228227,0.1
2400,152,578,199,125,99997.245189,0.1
2401,157,579,200,130,100011.390533,0.1
2402,148,579,207,139,100017.642496,0.1
2403,154,548,186,127,100000.075604,0.1
2404,143,585,204,129,100002.947395,0.1
2405,163,600,208,137,99998.313377,0.1
2406,150,584,205,130,100008.827991,0.1
2407,158,586,204,137,100014.999252,0.1
2408,158,587,202,130,100009.343954,0.1
2409,153,549,190,133,99989.170224,0.1
2410,157,578,199,127,100007.543631,0.1
2411,152,596,213,138,99994.212461,0.1
2412,148,575,206,131,100017.483620,0.1
2413,158,589,206,130,100004.762838,0.1
2414,160,599,208,136,100010.581287,0.1
2415,150,574,207,131,99999.789406,0.1
2416,150,572,205,117,99999.676621,0.1
2417,159,572,190,129,100004.307776,0.1
2418,160,593,208,133,99999.691987,0.1
2419,149,567,201,129,100015.789139,0.1
2420,148,569,203,133,99988.578037,0.1
2421,156,595,202,135,100006.854164,0.1
2422,149,555,193,130,99994.133402,0.1
2423,141,553,196,124,100008.610462,0.1
2424,160,574,200,138,99982.028839,0.1
2425,143,558,198,117,100012.861262,0.1
2426,150,560,194,122,99996.906312,0.1
2427,154,588,207,129,99987.663268,0.1
2428,150,565,194,138,100007.166843,0.1
2429,160,582,200,125,99998.082232,0.1
2430,158,596,211,131,100002.771388,0.1
2431,161,577,199,140,100012.279087,0.1
2432,148,571,199,117,99989.088094,0.1
2433,163,583,194,132,99992.636229,0.1
2434,163,597,208,137,100000.804071,0.1
2435,158,563,190,130,100005.675154,0.1
2436,159,577,195,143,99992.963850,0.1
2437,158,570,199,138,99992.068547,0.1
2438,163,553,180,129,100007.713353,0.1
2439,156,603,210,140,100009.836386,0.1
2440,146,564,193,132,100013.972733,0.1
2441,149,546,198,133,99997.048647,0.1
2442,154,567,191,138,99974.177652,0.1
2443,153,576,207,129,100005.233903,0.1
2444,157,579,203,132,100007.599321,0.1
2445,150,570,197,138,99985.331769,0.1
2446,154,583,206,132,100000.903802,0.1
2447,150,587,211,130,100002.753083,0.1
2448,146,573,209,130,100003.403550,0.1
2449,154,564,196,136,99995.353055,0.1
2450,161,559,181,141,100000.834332,0.1
2451,156,586,207,133,100006.003945,0.1
2452,151,555,198,122,99982.238266,0.1
2453,152,582,200,137,100009.110824,0.1
2454,155,577,198,129,99996.341633,0.1
2455,150,588,206,142,100007.645021,0.1
2456,160,583,202,130,99992.973797,0.1
2457,155,570,194,140,99982.882351,0.1
2458,149,590,208,135,100011.811387,0.1
2459,163,596,199,138,100016.411362,0.1
2460,161,587,200,140,99981.394693,0.1
2461,157,597,202,129,99987.077234,0.1
2462,154,578,202,134,100000.941732,0.1
2463,150,578,201,121,99989.506397,0.1
2464,154,582,199,136,100007.602517,0.1
2465,156,574,201,129,99992.029361,0.1
2466,157,576,193,123,99994.824195,0.1
2467,158,588,199,131,100002.114350,0.1
2468,154,575,198,132,99978.217749,0.1
2469,148,566,198,127,99996.800774,0.1
2470,159,595,210,130,100020.146489,0.1
2471,156,567,193,135,100005.868847,0.1
2472,152,567,197,121,99990.008905,0.1
2473,158,601,211,134,100010.460151,0.1
2474,154,588,201,140,100020.631854,0.1
2475,147,577,203,140,100012.746685,0.1
2476,148,562,194,133,99994.153892,0.1
2477,164,572,194,138,99993.424039,0.1
2478,146,564,199,126,99996.295231,0.1
2479,141,569,203,129,99989.509466,0.1
2480,153,576,203,133,100000.292158,0.1
2481,155,585,202,140,99989.943107,0.1
2482,161,579,196,129,99991.247606,0.1
2483,156,567,197,133,100003.208188,0.1
2484,151,561,194,128,99994.363779,0.1
2485,149,561,190,133,99997.956152,0.1
2486,144,567,204,130,100021.481782,0.1
2487,154,559,192,124,100003.682195,0.1
2488,156,568,197,133,100011.903232,0.1
2489,150,567,197,124,100004.379181,0.1
2490,146,543,190,130,100006.029790,0.1
2491,154,584,208,140,99986.508248,0.1
2492,146,596,216,138,99994.530281,0.1
2493,151,574,198,140,99997.377461,0.1
2494,157,589,199,128,99995.533733,0.1
2495,159,598,213,131,99997.970915,0.1
2496,157,578,203,128,100001.599017,0.1
2497,148,584,198,130,99997.773876,0.1
2498,157,585,202,136,100006.895928,0.1
2499,158,592,206,134,99997.522025,0.1
2500,151,564,194,135,100010.839520,0.1
2501,154,568,194,137,99999.869046,0.1
2502,160,589,203,136,99994.053237,0.1
2503,148,553,191,124,99987.486092,0.1
2504,157,586,201,138,99992.306164,0.1
2505,157,578,203,144,99997.456893,0.1
2506,150,547,189,137,100012.020594,0.1
2507,159,601,211,147,99987.281264,0.1
2508,164,570,187,131,100010.401527,0.1
2509,148,540,188,124,99999.082358,0.1
2510,158,577,206,125,99991.685549,0.1
2511,154,572,194,136,99986.809088,0.1
2512,162,600,211,133,100005.489951,0.1
2513,161,592,202,144,99980.937672,0.1
2514,144,546,196,121,99995.384870,0.1
2515,152,593,211,137,99995.596381,0.1
2516,157,577,198,143,99998.368750,0.1
2517,147,581,204,135,100005.811849,0.1
2518,158,585,202,129,99993.853591,0.1
2519,152,569,197,127,100001.203424,0.1
2520,143,571,203,134,99987.821539,0.1
2521,147,551,193,135,100000.576921,0.1
2522,160,594,208,129,100006.083554,0.1
2523,146,537,190,127,99996.483081,0.1
2524,151,585,210,134,100003.686657,0.1
2525,153,577,202,134,100001.046323,0.1
2526,165,568,198,127,99996.557109,0.1
2527,161,573,193,137,99999.391825,0.1
2528,158,597,209,133,99998.049791,0.1
2529,154,566,197,140,99980.257522,0.1
2530,145,547,190,122,99985.008371,0.1
2531,150,584,203,124,100004.328522,0.1
2532,145,548,191,130,99979.116530,0.1
2533,154,577,199,140,100011.583818,0.1
2534,154,570,202,133,99985.900289,0.1
2535,144,555,188,130,100000.305253,0.1
2536,151,556,189,127,100004.721359,0.1
